sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-16049,BN-BB-16049-01,497.0,2026-06-09,2028-07-26,active,2026-06-20,Fresh Active Roll On,CareWell Distributors,,,2028-07-26
BB-1605,BN-BB-1605-01,458.0,2026-06-11,,active,2026-06-19,Copper Glass Tumbler - Hammered,FestiveWorld Supplies,,,
BB-16050,BN-BB-16050-01,177.0,2026-06-04,2027-06-01,active,2026-06-20,"Glass Feeding Bottle - With Added Nipple, Pink, M Size",BabyBase Supplies,,,2027-06-01
BB-16053,BN-BB-16053-01,488.0,2026-06-05,2026-11-20,active,2026-06-15,"Oreo - Choco Creme Biscuit, Family Pack",SweetSource Regional,,,2026-11-20
BB-1606,BN-BB-1606-01,500.0,2026-06-09,2027-05-17,active,2026-06-16,Organic - Flaxseed,GrainCo Vijayawada,,,2027-05-17
BB-16067,BN-BB-16067-01,915.0,2026-06-04,2027-02-14,active,2026-06-17,100% Spanish Extra Virgin Olive Oil,FestiveWorld Supplies,,,2027-02-14
BB-16101,BN-BB-16101-01,252.0,2026-05-11,2028-05-12,active,2026-05-22,Natural Fairness Natural Ayurvedic Saffron Face Cream,CareWell Distributors,,,2028-05-12
BB-16105,BN-BB-16105-01,1300.0,2026-06-08,2028-07-31,active,2026-06-19,Voyage Sport Eau De Toilette,CareWell Distributors,,,2028-07-31
BB-16108,BN-BB-16108-01,3311.0,2026-06-04,2028-05-21,active,2026-06-15,Glycerin Soap,CareWell Distributors,,,2028-05-21
BB-16119,BN-BB-16119-01,2178.0,2026-06-08,2026-11-21,active,2026-06-19,Thai Sweet Chilli Sauce,SweetSource Regional,,,2026-11-21
BB-1612,BN-BB-1612-01,759.0,2026-06-12,2028-07-24,active,2026-06-20,Oilcure Niger Seed Oil,CareWell Distributors,,,2028-07-24
BB-16132,BN-BB-16132-01,3185.0,2026-06-06,2026-11-18,active,2026-06-18,Wafer Rolls - Strawberry Flavor,SweetSource Regional,,,2026-11-18
BB-16134,BN-BB-16134-01,920.0,2026-06-04,2026-11-20,active,2026-06-15,Lime Pickle,SweetSource Regional,,,2026-11-20
BB-16146,BN-BB-16146-01,1879.0,2026-06-06,2028-06-23,active,2026-06-15,Cough Drops - Ginger,CareWell Distributors,,,2028-06-23
BB-16152,BN-BB-16152-01,22.0,2026-06-10,2028-07-01,active,2026-06-16,Refreshing Peppermint Soap,CareWell Distributors,,,2028-07-01
BB-16155,BN-BB-16155-01,683.0,2026-06-13,2028-07-11,active,2026-06-18,Oil - Gingelly,CareWell Distributors,,,2028-07-11
BB-16165,BN-BB-16165-01,418.0,2026-06-06,2027-06-30,active,2026-06-17,Sapphire Storage Container - Assorted Colour,CleanHome Supplies,,,2027-06-30
BB-16178,BN-BB-16178-01,908.0,2026-06-10,,active,2026-06-15,Pet Selo Container Set - Silver,CleanHome Supplies,,,
BB-16200,BN-BB-16200-01,4143.0,2026-06-15,,active,2026-06-20,Stainless Steel Desert Spoon - Sunday Sapphire,SeasonProof Gear,,,
BB-16209,BN-BB-16209-01,2800.0,2026-06-03,2026-11-23,active,2026-06-17,Gluten-Free Amaranth Cheela/Dosa Mix,SweetSource Regional,,,2026-11-23
BB-16220,BN-BB-16220-01,209.0,2026-06-11,2028-05-01,active,2026-06-18,Tea Tree Essential Oil,CareWell Distributors,,,2028-05-01
BB-1624,BN-BB-1624-01,475.0,2026-06-10,,active,2026-06-17,Fusion Deluxe Dry Fruit Storage Plastic Container - Red,MedLife Wholesale,,,
BB-16242,BN-BB-16242-01,692.0,2026-06-10,2026-08-23,active,2026-06-20,Cookies - Chocochip,DairyBest Krishna,,,2026-08-23
BB-16245,BN-BB-16245-01,1971.0,2026-05-30,2028-08-08,active,2026-06-15,Vitamin E Night Cream,CareWell Distributors,,,2028-08-08
BB-16255,BN-BB-16255-01,3620.0,2026-06-06,2028-07-25,active,2026-06-17,Bathing Soap - Ayurvedic,CareWell Distributors,,,2028-07-25
BB-16284,BN-BB-16284-01,214.0,2026-06-13,2027-05-27,active,2026-06-16,Dry Pants Diapers - Small,BabyBase Supplies,,,2027-05-27
BB-1631,BN-BB-1631-01,1186.0,2026-06-09,,active,2026-06-17,Karat Whisky Glass Tumbler,BevCorp India,,,
BB-16314,BN-BB-16314-01,717.0,2026-06-09,2027-06-07,active,2026-06-18,Perfumed Herbal Phenyle - Sandal,CleanHome Supplies,,,2027-06-07
BB-16326,BN-BB-16326-01,1632.0,2026-06-07,2028-08-18,active,2026-06-20,Sleep Care Tablets,CareWell Distributors,,,2028-08-18
BB-1634,BN-BB-1634-01,623.0,2026-06-06,2028-04-23,active,2026-06-17,Green Tea Watery Cream,CareWell Distributors,,,2028-04-23
BB-16342,BN-BB-16342-01,1087.0,2026-06-07,2027-05-14,active,2026-06-15,"Detergent Powder - Matic, Top Load",CleanHome Supplies,,,2027-05-14
BB-16346,BN-BB-16346-01,881.0,2026-06-05,2028-03-23,active,2026-06-20,6 Oil Nourish Conditioner,CareWell Distributors,,,2028-03-23
BB-16351,BN-BB-16351-01,473.0,2026-06-05,2027-07-03,active,2026-06-16,Sambar Masala,GrainCo Vijayawada,,,2027-07-03
BB-16358,BN-BB-16358-01,383.0,2026-05-31,2028-06-13,active,2026-06-15,Shot Body Spray - Royal Jade,CareWell Distributors,,,2028-06-13
BB-16368,BN-BB-16368-01,935.0,2026-06-09,2027-02-28,active,2026-06-20,Cookies - Chocolate Chip,GrainCo Vijayawada,,,2027-02-28
BB-16380,BN-BB-16380-01,512.0,2026-06-02,2028-06-21,active,2026-06-16,Real Nature Mung Bean Face Mask,CareWell Distributors,,,2028-06-21
BB-16388,BN-BB-16388-01,1121.0,2026-06-14,2026-08-21,active,2026-06-20,Pizza Base - Sourdough 100% Wholewheat,DairyBest Krishna,,,2026-08-21
BB-16392,BN-BB-16392-01,1087.0,2026-06-12,2028-05-11,active,2026-06-15,Skin Natural Serum sheetmask (3 Light complete +3 Charcoal),CareWell Distributors,,,2028-05-11
BB-16407,BN-BB-16407-01,4701.0,2026-06-01,,active,2026-06-15,"Steel Skimmer - Big, Premium Gem Series, BBKT21",SeasonProof Gear,,,
BB-16420,BN-BB-16420-01,85.0,2024-06-12,,active,2024-06-25,Premium Flat Square Plastic Container Set - Blue,FruitKing South,,,
BB-16426,BN-BB-16426-01,529.0,2026-04-29,2028-06-23,active,2026-05-14,Bathing Soap - Ayurvedic Natural Glycerine,CareWell Distributors,,,2028-06-23
BB-16459,BN-BB-16459-01,2928.0,2026-06-13,2027-03-16,active,2026-06-19,Passion Fruit Syrup,GrainCo Vijayawada,,,2027-03-16
BB-16469,BN-BB-16469-01,280.0,2026-06-01,2028-07-20,active,2026-06-16,Bringha Hair Cleanser,CareWell Distributors,,,2028-07-20
BB-16470,BN-BB-16470-01,1852.0,2026-06-02,2026-07-10,expired,2026-06-19,Carrot Strips and Beans Strip,FruitKing South,,,2026-07-10
BB-16474,BN-BB-16474-01,2054.0,2026-06-10,2026-08-26,active,2026-06-19,"Pizza Base - Whole Wheat, Safe, Preservative Free",DairyBest Krishna,,,2026-08-26
BB-16490,BN-BB-16490-01,102.0,2026-06-05,2026-12-10,active,2026-06-18,Millet Muesli - Fruit & Nut,SweetSource Regional,,,2026-12-10
BB-16493,BN-BB-16493-01,502.0,2026-06-05,2027-02-20,active,2026-06-16,Dark Chocolate Flavour - Premium Arabica Instant Coffee,BevCorp India,,,2027-02-20
BB-16496,BN-BB-16496-01,534.0,2026-06-06,2027-05-17,active,2026-06-18,"Decorative Wax Candles Scented - Pink, BB-1263- Rose",CleanHome Supplies,,,2027-05-17
BB-16499,BN-BB-16499-01,136.0,2026-06-02,2027-05-23,active,2026-06-18,Organic - Kabuli Channa/Kabuli Kadale,GrainCo Vijayawada,,,2027-05-23
BB-165,BN-BB-165-01,107.0,2024-06-09,,active,2024-06-22,Dessert Glass Bowl Set - Galaxy,BakeMaster Artisans,,,
BB-16500,BN-BB-16500-01,338.0,2026-06-09,2028-08-02,active,2026-06-19,Hair fall Rescue Conditioner,CareWell Distributors,,,2028-08-02
BB-16514,BN-BB-16514-01,120.0,2026-06-09,2027-03-27,active,2026-06-15,"Walnuts - Kernels, Deluxe 100% Natural Kashmiri",SweetSource Regional,,,2027-03-27
BB-16528,BN-BB-16528-01,1545.0,2026-06-04,2028-08-15,active,2026-06-18,Men Expert Charcoal Black Face Scrub,CareWell Distributors,,,2028-08-15
BB-1653,BN-BB-1653-01,1900.0,2026-06-01,2028-05-31,active,2026-06-15,Flaxseed Oil Capsules,CareWell Distributors,,,2028-05-31
BB-16530,BN-BB-16530-01,2027.0,2026-06-06,2028-04-20,active,2026-06-17,Sensitive Toothbrush With Soft Rounded Bristles,CareWell Distributors,,,2028-04-20
BB-16531,BN-BB-16531-01,421.0,2026-06-08,2027-03-31,active,2026-06-15,Cheese - Mozzarella & Cheddar,CareWell Distributors,,,2027-03-31
BB-16539,BN-BB-16539-01,419.0,2026-06-11,2028-08-19,active,2026-06-18,Morning Dew Compact Perfume,CareWell Distributors,,,2028-08-19
BB-1655,BN-BB-1655-01,1109.0,2026-05-30,2027-02-21,active,2026-06-15,San Remo Pasta 500G+Disano Olive Oil Extra Virgin 1L+Happy Chef Pasta Sauce 270G,BakeMaster Artisans,,,2027-02-21
BB-1656,BN-BB-1656-01,988.0,2026-06-06,2027-03-11,active,2026-06-17,Ramen Noodles - Hot Chicken Flavour,OilTrade AP,,,2027-03-11
BB-16563,BN-BB-16563-01,510.0,2026-06-06,2027-03-24,active,2026-06-19,Durum Wheat Pasta - Mini Fusilli,CareWell Distributors,,,2027-03-24
BB-16577,BN-BB-16577-01,2007.0,2026-06-05,,active,2026-06-15,"Stainless Steel Slotted Serving Spoon - No. 11, Silvera",CareWell Distributors,,,
BB-16582,BN-BB-16582-01,673.0,2026-06-07,,active,2026-06-16,Universal Knife - Fantastiqe,SeasonProof Gear,,,
BB-16604,BN-BB-16604-01,742.0,2026-06-09,2027-02-17,active,2026-06-16,Crystal Clear Mint Flavor,SweetSource Regional,,,2027-02-17
BB-16626,BN-BB-16626-01,266.0,2026-06-10,2027-03-09,active,2026-06-18,"Cashews - Whole, 100% Natural Premium",BevCorp India,,,2027-03-09
BB-1665,BN-BB-1665-01,549.0,2026-06-14,2026-12-13,active,2026-06-19,Granola - Happy Berries,SweetSource Regional,,,2026-12-13
BB-16657,BN-BB-16657-01,1203.0,2026-06-04,,active,2026-06-15,Click N Seal Round Packing Microwaveable Plastic Container - L5965-VL,DairyBest Krishna,,,
BB-1667,BN-BB-1667-01,214.0,2024-06-14,2026-08-25,active,2024-06-24,Herbal Avocado Soap,CareWell Distributors,,,2026-08-25
BB-16679,BN-BB-16679-01,427.0,2026-06-05,2028-05-02,active,2026-06-16,Majmua Concentrated Oriental Perfume Free From Alcohol For Unisex,CareWell Distributors,,,2028-05-02
BB-16702,BN-BB-16702-01,192.0,2024-06-17,,active,2024-06-24,Decorative Party Light Big Star String LED Light 2 M - Multicolour,BakeMaster Artisans,,,
BB-16704,BN-BB-16704-01,1858.0,2026-06-09,,active,2026-06-18,Wine Glass - Lexington Red,CleanHome Supplies,,,
BB-16719,BN-BB-16719-01,276.0,2026-06-02,2028-08-10,active,2026-06-16,Rushikanti Multani Mitti With Kamal,CareWell Distributors,,,2028-08-10
BB-16737,BN-BB-16737-01,178.0,2026-06-11,2026-12-12,active,2026-06-15,"X-press Instant Noodles - Masala Delight, Super Saver Pack",SweetSource Regional,,,2026-12-12
BB-16746,BN-BB-16746-01,157.0,2026-05-30,2026-07-12,expired,2026-06-15,"Pizza Cheese - Mozzarella, Diced",DairyBest Krishna,,,2026-07-12
BB-16755,BN-BB-16755-01,1381.0,2026-06-04,,active,2026-06-15,"Steel Spoon set - Baby, Monde",FreshFarm Veg Market,,,
BB-16765,BN-BB-16765-01,0.0,2026-06-10,2026-06-14,disposed,2026-06-21,Baby Corn - Unpeeled,FruitKing South,2026-06-28 20:44:34,USR002,2026-06-14
BB-16780,BN-BB-16780-01,640.0,2026-06-10,2028-05-16,active,2026-06-17,Life On Coconut Shampoo & Shower Gel,CareWell Distributors,,,2028-05-16
BB-16781,BN-BB-16781-01,585.0,2026-06-12,2026-07-09,disposed,2026-06-16,"Country Cage Free Eggs - Medium, Antibiotic Residue-Free",BabyBase Supplies,2026-07-13T04:27:07.193479+00:00,USR002,2026-07-09
BB-16784,BN-BB-16784-01,2624.0,2026-06-05,2028-04-18,active,2026-06-19,Eau De Toilette For Men,CareWell Distributors,,,2028-04-18
BB-16789,BN-BB-16789-01,283.0,2026-06-11,2027-07-02,active,2026-06-15,"Wax Diya - Matki, Assorted Colour, ED147BIG",CleanHome Supplies,,,2027-07-02
BB-1679,BN-BB-1679-01,0.0,2025-06-17,2026-06-28,disposed,2025-06-25,Fortified Rice Bran Oil,GrainCo Vijayawada,2026-06-28 20:44:42,USR002,2026-06-28
BB-16799,BN-BB-16799-01,4118.0,2026-06-08,2028-07-08,active,2026-06-16,Signature Gold Iced Vetiver & Fresh Lavender Perfume,CareWell Distributors,,,2028-07-08
BB-16833,BN-BB-16833-01,174.0,2026-06-03,2027-02-21,active,2026-06-15,Tulsi Powder,DairyBest Krishna,,,2027-02-21
BB-16844,BN-BB-16844-01,35.0,2026-05-02,2026-10-02,active,2026-05-15,Chocolate Drink,DairyBest Krishna,,,2026-10-02
BB-16848,BN-BB-16848-01,1974.0,2026-06-06,2027-03-01,active,2026-06-18,Grinder - Sea Salt,CleanHome Supplies,,,2027-03-01
BB-16870,BN-BB-16870-01,958.0,2026-06-12,2026-08-27,active,2026-06-20,Almond Milk - Chocolate,DairyBest Krishna,,,2026-08-27
BB-16878,BN-BB-16878-01,1771.0,2026-06-05,,active,2026-06-18,"Steel Lid/Cover For Utensils, Kadai & Tope - No.16",CleanHome Supplies,,,
BB-16880,BN-BB-16880-01,163.0,2026-06-11,2027-02-11,active,2026-06-16,Preserve - Blackcurrant (Scottish),PaperEdge Stationery,,,2027-02-11
BB-16892,BN-BB-16892-01,1387.0,2026-06-01,2027-05-13,active,2026-06-17,Octane Colour Fest Blue Ball Pen,CleanHome Supplies,,,2027-05-13
BB-16898,BN-BB-16898-01,670.0,2026-06-05,2027-06-27,active,2026-06-16,Organic - Coriander Powder,GrainCo Vijayawada,,,2027-06-27
BB-16916,BN-BB-16916-01,2554.0,2026-06-14,2027-02-28,active,2026-06-20,Jeera Masala Flavoured Soda,BevCorp India,,,2027-02-28
BB-1692,BN-BB-1692-01,303.0,2026-06-08,2028-04-20,active,2026-06-19,Perfume Body Spray - Storm,CareWell Distributors,,,2028-04-20
BB-16948,BN-BB-16948-01,1212.0,2026-06-04,2028-04-30,active,2026-06-16,"Body Cream - Smoothes, Softens & Protects",CareWell Distributors,,,2028-04-30
BB-16974,BN-BB-16974-01,1261.0,2026-06-07,2028-05-07,active,2026-06-18,Bio Pineapple Oil Control Foaming Face Wash,CareWell Distributors,,,2028-05-07
BB-16978,BN-BB-16978-01,151.0,2026-06-09,2028-07-27,active,2026-06-18,Orange Peel-Off Mask,CareWell Distributors,,,2028-07-27
BB-1698,BN-BB-1698-01,184.0,2026-06-06,2027-03-25,active,2026-06-17,Cashew W180,FestiveWorld Supplies,,,2027-03-25
BB-16988,BN-BB-16988-01,364.0,2026-06-06,2028-05-13,active,2026-06-18,Panty Liners - Intima Large,CareWell Distributors,,,2028-05-13
BB-16993,BN-BB-16993-01,728.0,2026-06-03,2027-03-10,active,2026-06-15,Caramel Flavour Essence,ChillZone Logistics,,,2027-03-10
BB-17000,BN-BB-17000-01,0.0,2025-06-03,2026-06-25,disposed,2025-06-16,"Envelope - Brown, 10.5 x 4.5 inches",CleanHome Supplies,2026-06-28 20:44:48,USR002,2026-06-25
BB-17001,BN-BB-17001-01,370.0,2026-06-04,2026-12-01,active,2026-06-17,Aloo Tikki,SweetSource Regional,,,2026-12-01
BB-17020,BN-BB-17020-01,329.0,2026-06-09,2027-04-02,active,2026-06-20,"Nutrition Drink - Health, Energy & Sports",BevCorp India,,,2027-04-02
BB-17025,BN-BB-17025-01,1226.0,2026-06-06,2026-08-21,active,2026-06-16,"Cookies - Oatmeal, Crunchy",DairyBest Krishna,,,2026-08-21
BB-17027,BN-BB-17027-01,645.0,2026-06-12,,active,2026-06-18,"Safelite LED Bulb - 0.5 Watt, Yellow, Cool Day, B22",GrainCo Vijayawada,,,
BB-17045,BN-BB-17045-01,405.0,2026-06-05,2027-06-28,active,2026-06-16,Signature Turkish Hazelnut,GrainCo Vijayawada,,,2027-06-28
BB-1705,BN-BB-1705-01,911.0,2026-06-12,2027-02-16,active,2026-06-20,Icecream Mix - Strawberry,FestiveWorld Supplies,,,2027-02-16
BB-17051,BN-BB-17051-01,1459.0,2026-06-04,2026-11-29,active,2026-06-16,Thinz - Almond,SweetSource Regional,,,2026-11-29
BB-17055,BN-BB-17055-01,4570.0,2026-06-06,,active,2026-06-16,"Stainless Steel Tomato Knife - 8 Inch, Silver",CleanHome Supplies,,,
BB-17060,BN-BB-17060-01,947.0,2026-06-04,2027-05-30,active,2026-06-15,"Red Chilli - Long, Pesticide Free",GrainCo Vijayawada,,,2027-05-30
BB-1707,BN-BB-1707-01,238.0,2026-05-01,2028-05-15,active,2026-05-12,FIAMA Shower Gel Lemongrass Jojoba 100ml + FIAMA Shower Gel Peach Avocado 100 ml,CareWell Distributors,,,2028-05-15
BB-17075,BN-BB-17075-01,1062.0,2026-06-02,2028-03-21,active,2026-06-17,"Deodorant Body Spray - Dark for Woman, New",CareWell Distributors,,,2028-03-21
BB-17077,BN-BB-17077-01,159.0,2026-06-11,2027-02-23,active,2026-06-19,Miniatures,DairyBest Krishna,,,2027-02-23
BB-17083,BN-BB-17083-01,638.0,2026-06-10,,active,2026-06-18,Bite & Sip Flask And Lunch Box - Red Colour,MedLife Wholesale,,,
BB-17088,BN-BB-17088-01,0.0,2025-12-23,2026-06-14,disposed,2026-01-05,Ready to Eat - Rajma Masala,SweetSource Regional,2026-06-28 20:44:54,USR002,2026-06-14
BB-17102,BN-BB-17102-01,2558.0,2026-06-09,2026-12-03,active,2026-06-15,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",SweetSource Regional,,,2026-12-03
BB-17107,BN-BB-17107-01,80.0,2025-06-18,,active,2025-06-23,"Notebook - Soft Bound, Un Ruled, Long Size",CleanHome Supplies,2026-06-28 20:45:00,USR002,
BB-17121,BN-BB-17121-01,1589.0,2026-06-08,2028-04-16,active,2026-06-15,Daily Liners - Clean & Fresh,CareWell Distributors,,,2028-04-16
BB-17134,BN-BB-17134-01,1544.0,2026-06-08,2028-05-11,active,2026-06-17,Shower Gel - Patchouli & Macadamia,CareWell Distributors,,,2028-05-11
BB-1717,BN-BB-1717-01,1904.0,2026-06-09,2027-06-15,active,2026-06-16,Organic - Tumeric Powder,GrainCo Vijayawada,,,2027-06-15
BB-17176,BN-BB-17176-01,1001.0,2026-06-08,2028-05-23,active,2026-06-16,Shatavari Capsules,CareWell Distributors,,,2028-05-23
BB-17182,BN-BB-17182-01,242.0,2026-06-16,2028-05-24,active,2026-06-19,Raw Shilajeet Black Drops,CareWell Distributors,,,2028-05-24
BB-17184,BN-BB-17184-01,3183.0,2026-06-02,2028-04-27,active,2026-06-16,Whitening & UV Protection Body Lotion,CareWell Distributors,,,2028-04-27
BB-17185,BN-BB-17185-01,979.0,2026-06-04,2027-05-02,active,2026-06-19,Soothing Baby Wipes,BabyBase Supplies,,,2027-05-02
BB-17227,BN-BB-17227-01,1724.0,2026-06-08,2027-02-11,active,2026-06-16,Gluten-Free Rajgira Atta/Amaranth Flour,SeasonProof Gear,,,2027-02-11
BB-17232,BN-BB-17232-01,1107.0,2026-06-04,2027-04-28,active,2026-06-19,Natural Baby Lotion,BabyBase Supplies,,,2027-04-28
BB-1724,BN-BB-1724-01,1792.0,2026-06-01,2027-03-04,active,2026-06-15,Pasta Sauce - Parmesan & Romano,SweetSource Regional,,,2027-03-04
BB-17253,BN-BB-17253-01,2021.0,2026-06-04,2028-07-09,active,2026-06-20,Perfume Spray - Blue Revlon,CareWell Distributors,,,2028-07-09
BB-17260,BN-BB-17260-01,492.0,2026-06-09,2027-07-03,active,2026-06-17,"Dustbin/Basket - Plastic, 11.5 Inch, Grey",CleanHome Supplies,,,2027-07-03
BB-17267,BN-BB-17267-01,886.0,2026-06-06,2027-07-08,active,2026-06-20,Max Gel Sink & Pipe - Unblocker,CleanHome Supplies,,,2027-07-08
BB-17269,BN-BB-17269-01,0.0,2024-06-09,2026-06-25,disposed,2024-06-24,Palette Intensive Colour Cream Long Lasting Intensity 7-0 Medium Blonde,CareWell Distributors,2026-06-28 15:48:35,USR002,2026-06-25
BB-17282,BN-BB-17282-01,487.0,2026-06-06,2027-06-21,active,2026-06-15,Asafoetida - Powder,GrainCo Vijayawada,,,2027-06-21
BB-17288,BN-BB-17288-01,1285.0,2026-06-04,2027-02-18,active,2026-06-19,Olives Natural Black Slices,BakeMaster Artisans,,,2027-02-18
BB-17290,BN-BB-17290-01,1103.0,2026-06-05,2027-03-25,active,2026-06-19,Emmental,OilTrade AP,,,2027-03-25
BB-17291,BN-BB-17291-01,596.0,2026-06-06,,active,2026-06-19,Tea/Coffee Glass Mug Set,OilTrade AP,,,
BB-17292,BN-BB-17292-01,1533.0,2026-06-06,2028-07-03,active,2026-06-18,Bonacure Cell Perfector - Repair Rescue Treatment Masque,CareWell Distributors,,,2028-07-03
BB-17334,BN-BB-17334-01,3799.0,2026-06-09,2028-07-19,active,2026-06-15,Condoms - Air,CareWell Distributors,,,2028-07-19
BB-17341,BN-BB-17341-01,511.0,2026-06-13,2027-07-11,active,2026-06-19,"Bottle - Feeding, Comfort Handle, Impru-Hold, Assorted Color",BabyBase Supplies,,,2027-07-11
BB-17348,BN-BB-17348-01,675.0,2026-06-02,2028-04-02,active,2026-06-18,Tropical Alphonso Lip Balm,CareWell Distributors,,,2028-04-02
BB-1736,BN-BB-1736-01,246.0,2026-06-09,2027-02-11,active,2026-06-16,Makhana Tangy,DairyBest Krishna,,,2027-02-11
BB-17380,BN-BB-17380-01,493.0,2026-06-04,2027-05-05,active,2026-06-15,"Plastic Mug With Handle - Peach, Nova, 15210-PCH",CleanHome Supplies,,,2027-05-05
BB-17391,BN-BB-17391-01,2060.0,2026-06-04,2028-07-12,active,2026-06-19,Man In Black Eau De Parfum,CareWell Distributors,,,2028-07-12
BB-17394,BN-BB-17394-01,168.0,2026-06-05,2027-05-20,active,2026-06-16,bb Royal Thin Poha 1Kg + Besan Flour + Ordinary Sooji (Each 1kg),GrainCo Vijayawada,,,2027-05-20
BB-17396,BN-BB-17396-01,3014.0,2026-06-14,2026-12-03,active,2026-06-18,Popped Potato Chips - Masala Trekkin,SweetSource Regional,,,2026-12-03
BB-17397,BN-BB-17397-01,146.0,2026-06-07,2028-08-04,active,2026-06-17,ZigZag Anti-Bacterial Toothbrush - Medium,CareWell Distributors,,,2028-08-04
BB-17431,BN-BB-17431-01,1430.0,2026-06-11,2028-04-21,active,2026-06-20,Collagen Face Mask,CareWell Distributors,,,2028-04-21
BB-17438,BN-BB-17438-01,567.0,2026-05-30,2028-06-14,active,2026-06-15,Moroccan Argan Shampoo,CareWell Distributors,,,2028-06-14
BB-17440,BN-BB-17440-01,445.0,2026-06-02,2028-03-21,active,2026-06-17,Everyday Essentials,CareWell Distributors,,,2028-03-21
BB-17447,BN-BB-17447-01,253.0,2026-06-07,2027-02-21,active,2026-06-18,Wafer Roll - Twister Vanilla Chocolate with Milk Vanilla Cream,CareWell Distributors,,,2027-02-21
BB-17450,BN-BB-17450-01,1245.0,2026-06-04,2028-06-26,active,2026-06-16,Coconut Water & Aloe Vera Volume Hair Shampoo,CareWell Distributors,,,2028-06-26
BB-17476,BN-BB-17476-01,230.0,2026-06-07,2026-12-15,active,2026-06-19,Frozen - Sweet Corn,SweetSource Regional,,,2026-12-15
BB-17477,BN-BB-17477-01,1381.0,2026-06-13,2027-06-09,active,2026-06-20,A2 Rich Desi Gir Cow Ghee/Tuppa,GrainCo Vijayawada,,,2027-06-09
BB-17482,BN-BB-17482-01,212.0,2026-06-07,,active,2026-06-18,Asian Venus Casserole For Roti/Chapati - Blue,ChillZone Logistics,,,
BB-17496,BN-BB-17496-01,54.0,2026-05-20,2027-04-24,active,2026-05-28,"Powder - Nutmeg/Jayikayi, Travancore",GrainCo Vijayawada,,,2027-04-24
BB-17499,BN-BB-17499-01,1845.0,2026-06-04,2026-11-17,active,2026-06-17,Panipuri Pellets,SweetSource Regional,,,2026-11-17
BB-1750,BN-BB-1750-01,3594.0,2026-06-08,,active,2026-06-19,"Aqua Stainless Steel Bottle With Steel Cap - Metallic Green Finish, PXP 1003 CK",BabyBase Supplies,,,
BB-17503,BN-BB-17503-01,4486.0,2026-06-06,2028-05-23,active,2026-06-17,Woman - Azure Body Mist,CareWell Distributors,,,2028-05-23
BB-17510,BN-BB-17510-01,797.0,2026-06-11,2027-05-30,active,2026-06-18,Mopping Cloth - Big,CleanHome Supplies,,,2027-05-30
BB-17518,BN-BB-17518-01,1807.0,2026-06-09,,active,2026-06-16,Prince Pilot Plastic Container Set - Pink,BevCorp India,,,
BB-1752,BN-BB-1752-01,2249.0,2026-06-03,2027-02-21,active,2026-06-17,Green Asparagus - Spears,CleanHome Supplies,,,2027-02-21
BB-17522,BN-BB-17522-01,577.0,2026-05-27,2027-03-14,active,2026-06-04,Flaxseed Hull Powder - Lignans,CareWell Distributors,,,2027-03-14
BB-17531,BN-BB-17531-01,1886.0,2026-06-05,2028-05-18,active,2026-06-16,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Hangable, Blue, BH-070",CareWell Distributors,,,2028-05-18
BB-17554,BN-BB-17554-01,1648.0,2026-06-08,2027-06-25,active,2026-06-19,Masala - Dal Makhni,GrainCo Vijayawada,,,2027-06-25
